,genename,Sample_46-Belz_merged,Sample_46-HIF1alpha_278_299,Sample_46-HIF2alpha_266_311,Sample_46-WT_207_370,Sample_55-Belz_242_335,Sample_55-HIF1alpha_230_347,Sample_55-HIF2alpha_218_359,Sample_55-WT_254_323,Sample_59-Belz_194_383,Sample_59-HIF1alpha_277_300,Sample_59-HIF2alpha_265_312,Sample_59-WT_206_371,Sample_60-Belz_241_336,Sample_60-HIF1alpha_229_348,Sample_60-HIF2alpha_217_360,Sample_60-WT_253_324,LRS_36_HIF1a_KO_327_250,LRS_36_HIF2a_KO_315_262,LRS_36_NC_303_274,LRS_36_NT_339_238,LRS_38_HIF1a_KO_374_203,LRS_38_NC_350_227,LRS_38_NT_291_286,LRS_42_HIF1a_KO_326_251,LRS_42_HIF2a_KO_314_263,LRS_42_NC_302_275,LRS_42_NT_338_239,LRS_43_HIF1a_KO_373_204,LRS_43_HIF2a_KO_361_216,LRS_43_NC_349_228,LRS_43_NT_290_287,LRS-38_HIF2a_KO_362_215
55860,ZNF148,3187,991,1094,1484,1764,721,1040,1367,1298,979,1303,1094,1238,960,1207,1627,8461,7226,4629,12079,4283,3795,4377,3414,4469,3940,4448,3849,4613,6586,5916,5316
55861,ZNF154,644,303,333,320,758,326,572,587,231,211,239,150,158,232,160,206,2049,1193,839,2510,754,997,918,373,581,548,785,1153,1524,2120,1782,959
55862,ZNF155,383.75,131.29,148.9,137.46,199.62,111,119.52,133.41,133.81,142.92,174.51,84.84,67.37,62,72.76,94.47,1599.09,666.88,431.4,1240.31,428.23,341.58,422.6,338.83,448.49,389.35,483.05,530.51,523.86,688.79,654.32,476.24
55863,ZNF157,6,5,2,2,5,2,1,8,9,5,11,3,6,8,4,2,46,31,25,68,10,24,17,18,18,10,19,16,20,25,27,9
55864,ZNF16,270,102,102,103,210,90,104,138,154,134,126,90,117,98,89,170,1430,633,451,1141,444,378,447,356,423,417,467,362,381,435,499,488
55865,ZNF160,3433,504,1200,1581,1915,389,1000,1516,1613,602,1405,1362,1356,602,1247,1894,7040,7594,4781,11959,3331,4013,5085,2632,5046,3988,5079,2177,6461,8231,7485,6297
55866,ZNF165,21,11,17,8,14,9,7,10,6,8,16,5,5,7,6,14,75,23,40,77,20,27,16,15,29,45,35,28,11,46,32,12
55867,ZNF169,444,146,146,175,204,101,114,176,219,148,180,190,194,209,138,272,1121,509,351,908,538,425,365,344,372,271,353,350,673,656,579,501
55868,ZNF17,491.65,159.29,180.26,226.87,279.92,122.52,168.94,201.44,226.13,174.41,219.3,180.33,241.54,161.5,177.05,284.19,1422,813,538,1393,591,551,565,541,580,513,592,524,622,828.59,741,661
55869,ZNF174,639.2,263.86,291.12,291.08,339.67,199.46,268.51,297.83,284.25,285.91,306.1,194.97,302.74,272.82,230.63,380.63,3288,1298,843,2295,987.87,678,847,778,951,794,939,1013,975,1354,1270.78,1027
55870,ZNF175,505,181,241,230,287,110,190,234,151,183,215,132,198,180,171,302,1447,830,766,1726,573,633,619,557,601,596,721,612,612,977,835,664
55871,ZNF177,27,9.3,13.95,7.22,16.83,12.72,17.81,15.62,14.34,11.1,15.02,9.67,7.96,15.91,9.69,6.94,162.47,72.02,16.62,202.79,64.75,79.49,79.31,7.17,36.21,30.4,53.19,43.61,38.51,12.35,25.91,57.99
55872,ZNF18,820,250,289,303,368,203,209.59,284,336,293.64,310,302.63,339,259,236,451,2815.67,1124,644,1756.43,865,676,795,632,750.86,645.95,752.96,542.89,828.93,883.91,928,876
55873,ZNF180,647,215,248,312,435,198,289,314,312,295,350,248,335,211,240,407,2236,1308,948,2526,702,764,836,756,971,958,1022,846,883,1122,1099,908
55874,ZNF181,521.5,140,197,198.98,280,95,139,218,242,155,241,154.24,251.17,230.26,211,327.08,2805.92,1308.97,935.1,2420.09,936,762.98,931,679.99,819,695,904.98,659.98,907,973.98,1069.25,1078.18
55875,ZNF182,944.56,357.85,373.86,445.57,487.79,218.97,315.84,434.82,409.71,352.91,468.8,379.95,404.86,359.87,363.75,564.6,3533.81,2045.96,1301,3616.81,1188.91,1050.78,1304.83,1034,1190.85,1064.97,1306.97,1115.93,1419.86,1778.9,1839.89,1421.89
55876,ZNF184,871,305,410,362,637,255,376,464,358,335,461,332,355,265,307,459,2839,1685,1299,3538,893,996,1040,780,1233,1077,1136,1077,815,1351,1637,1211
55877,ZNF185,93,45,27,24,51,48,46,46,52,61,35,24,42,43,31,53,310,185,134,324,83,100,75,112,112,125,102,54,92,87,122,117
55878,ZNF189,1209,342,398,504,650,280,380,553,531,431,479,416,490,320,385,637,3968,2312,1615,4379,1408,1361,1629,1127,1384,1324,1585,1369,1714,2136,2134,1675
55879,ZNF19,114.75,28.43,39.39,44.9,35.45,18.12,36.21,53.55,56.59,40.9,41.7,38,28.71,33,34.69,37,404.95,181.77,123.95,368.78,111.49,143.83,119.66,90.36,134.42,130.66,163.89,120.54,117.12,171.01,168.3,132.08
55880,ZNF192P1,6,2,3,5,12,9,4,2,7,17,9,4,7,7,4,7,89,47,57,116,39,21,41,55,42,43,63,26,24,32,30,31
55881,ZNF192P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
55882,ZNF195,860,305,310,378,335,269,287,326,402,394,360,290,362,315,284,413,3347,1549,1213,3032,1312,1388,1156,1091,1134,1240,1381,1132,1140,1445,1414,1273
55883,ZNF197,1489,399,481,571,837,392,472,648,568,437,525,428,547,405,461,712,3270,1974,1604,3877,1300,1399,1432,1085,1558,1361.16,1797,1027,1325,1553,1767,1805
55884,ZNF197-AS1,3,0,4,0,2,2,5,1,1,0,1,0,3,0,0,0,0,0,0,3,0,1,1,7,2,2,4,0,0,3,3,0
55885,ZNF2,467,130,137,157,191,95,132,150,186,152,177,143,158,137,133,215,1415,681,415,1185,488,373,390,426,459,420,484,331,505,545,528,522
55886,ZNF20,104.86,37.32,24.96,35.75,55.64,19.73,12.61,31.71,35.04,25.37,49.46,19.84,34.93,25.26,30.78,32.03,678.97,474.02,256.37,1028.68,276,251.23,248.65,310,331.41,313.69,359.22,306.26,279.99,441.25,537.19,316.93
55887,ZNF200,900,359,319,369,448,344,280,304,325,404,350,242,352,290,278,440,3397.7,1513.86,1015,3121.77,1103,920,960,962,1159,1147,1360,1009,973,1242,1378,1178
55888,ZNF202,846,378,305,371,390,376,333,340,449,460,389,360,372,407,266,469,3182,1101,937,2211,1158,902,825,898,812,784,871,925,1026,1216,1001,1018
55889,ZNF204P,72,25,37,38,35,9,27,19,15,14,36,11,18,19,12,24,365,279,160,413,65,70,88,66,129,113,131,76,149,247,175,140
55890,ZNF205,18.39,4,12,4.04,2.02,3,1.01,6.11,4.04,7.05,6.06,1,7,7.15,5.08,5.09,44.38,12.31,21.86,18.59,6.09,12.29,8.56,11.18,16.47,20.26,10.57,12.33,5.24,14.86,12.48,9.47
55891,ZNF207,11790.9,4991.91,4290.73,5408.38,5906.85,4466.56,4177.51,4910.21,5250.89,5587.98,5033.25,4477.22,5397.04,4964.17,4362.01,7229.9,39310,16236,12657,35887,15495,15677,12968,13486,13805,14474,15585,16103,15291,18331,17707,14932
55892,ZNF208,7,20,9,7,18,43,32,11,3,13,3,3,18,21,14.87,23,84,57,70.68,171,46,54,47,22,42,38,52.64,53,19,22,16,50
55893,ZNF209P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55894,ZNF211,914,328,324,352,538,187,295,469,403,325,398,298,397,367,312,517,3922,2219,1247,3608,1421,1183,1652,1180,1345,1108,1473,1355,1457,1845,1887,1934
55895,ZNF212,903,300,399,386,458,279,296,408,389,384,396,302,406,355,338,514,4042,1522,1074,2909,1141,929,934,1018,1076,1134,1183,1117,1023,1255,1326,1200
55896,ZNF213,1096,455,442,443,630,393,381,504,426,443,438,373,562,394,432,746,3737,1798,1167,3334,1221,1201,1314,1050,1182,1087,1179,914,997,1205,1141,1492
55897,ZNF213-AS1,381.61,177,160,190.96,227.98,164,153.99,193.89,182.96,232.95,175.94,175,206,238.85,207.92,303.91,2111.62,558.69,430.14,1173.41,486.91,498.71,401.44,578.82,612.53,572.74,650.43,457.67,488.76,610.14,478.52,402.53
55898,ZNF214,0,0,0,0,0,0,0,0,0,1.18,0,0,0,1,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0
55899,ZNF215,14.92,10,6,16,0,0,3,0,22,33.82,39.94,18,27,19,16,27.92,79,62,102,228.44,16,59.98,18,35.97,56,50,68,11,2,3,4,43
55900,ZNF217,8331.98,3291,3437.97,3573.99,4770,2313,2944,3668,4153.99,4515.98,4389,3200.97,4093.99,4405.95,3642.98,5668,26160.97,17518.99,10929.99,30539.98,13091.98,10299.98,11934,12355.98,14083.98,11408.99,14286.98,14040.98,15303.97,22178.99,19801,15028.98
55901,ZNF219,148.96,76,117.49,54,110,130,159,102,61,104.93,116,46,90.45,72,88.96,109,1425.91,469.96,501.19,1290.38,149.99,279,218.92,180,312.98,337.97,331.22,555.95,321.38,486.94,458.72,292
55902,ZNF22,3114.49,859.66,1160.86,1260.75,1788.67,769.29,1200.57,1329.36,1400.1,1006.01,1415.49,1031.89,1383.03,808.7,1191.85,1596.39,11241.16,6321.07,4501.55,12115.15,3336.83,3686.77,3681.52,2512.72,3975.72,3938.69,4207.49,3368.62,4080.1,5254.88,5326.16,4091.08
55903,ZNF221,52,26,29,20,33,18,16,21,15,22,22,5,9,15,14,15,134,92,61,153,39,43,51,34,61,72,64,156,57,122,143,77
55904,ZNF222,126.52,53.73,56.58,56.26,65.15,32.68,36.74,33.25,81.54,71.07,60.7,52.22,51,50.8,43.96,70.94,685,313,249,666,200.25,147,235.2,163.14,213.27,211,224.43,239.82,208.53,317,336,253
55905,ZNF223,38.1,14.67,11.34,13.97,3.6,0,4.61,4.38,4.92,10.81,7.48,4.68,10.41,9.86,11.19,15.84,148,111,82,216,47.04,55,23.78,22.04,36.6,58,42.1,84.17,30.45,165,115,71
55906,ZNF224,2012.55,627.33,730.64,930.44,922.65,374.46,534.64,766.7,844.69,635.65,756.11,754.52,760.09,726.05,671.17,1110.68,6038.38,3524.61,2175.65,5953.97,2775.04,2123.85,2596.18,2297.29,2343.52,1868.26,2779.87,2621.94,4138.14,4633.08,4028.41,2999.8
55907,ZNF225,474,109,168,218,240,93,126,183,193,138,157,120,164,117,147,197,1514,935,477,1533,640,488,695,548,607,495,615,573,897,962,969,795
55908,ZNF226,733,331,317,327,370,208,226,296,355,337,351,262,340,379,297,473,3458,1508,1059,2937,1170,1026,1175,1101,1138,978,1279,1081,1516,1639,1665,1365
55909,ZNF227,1114.41,425.2,396.9,487.22,621.17,328.16,358.2,482.75,475.06,386.51,482.97,379.49,461.15,407.92,388.68,591.27,5277.7,2738.94,1683.87,4795.27,1700.78,1358.88,1730.48,1458.11,1865.3,1459.06,1695.22,1855.08,2047.49,2617.61,2646.74,1974.32
55910,ZNF229,104,36,53,29.34,95.3,34.93,67.78,65,64.96,50.67,77.17,51,62,91,62,74.47,603,336,256,758,179,160,224,97,134,104,152,313,182,356,388,225
55911,ZNF23,247.59,92.33,97.49,103.19,183.99,62.74,86.69,114.12,102.14,85.86,95.75,65.93,110.16,91.47,81.69,105.13,1791.23,953.83,828.71,1762.75,528.79,607.45,575.14,529.09,662.65,605.51,716.7,522.34,645.83,775.45,836.62,571.44
55912,ZNF230,224,77,89,113,133,58,74,100,101,95,134,61,97,76,80,127,1013,633,440,1184,395,296,401,341,512,404,498,387,429,615,693,437
55913,ZNF232,258.85,136.76,121.81,101.47,158.55,128.18,133.22,105.47,116.32,146.61,144.99,81.65,126.36,155.39,107.9,180.45,1821.08,637.02,499.6,1332.91,471.73,473.36,426.63,479.94,464.6,462.11,432.35,584.1,432.15,646,676.82,488.52
55914,ZNF233,27,18,11,11.05,21,11,12,18,7,15,13,10,16,26,14,25,371,104,95,212,73,56,72,31,43,37,70,114,57,81,96,60
55915,ZNF234,739,308,266,320,368,181,267,304,314,272,286,243,284,258,271,409,2412,1219,842,2253,937,766,883,788,879,664,969,858,1217,1534,1335,1050
55916,ZNF235,362.59,147.8,142.1,191.73,177.83,84.84,132.8,140.25,179.94,138.49,147.03,134.51,161.85,146.08,125.32,197.73,1279.24,620.65,366.71,1225.28,432.22,392.18,419.07,399.89,396.56,365.94,498.78,594.62,591.4,729.19,628.78,512.68
55917,ZNF236,1264,452,498,590,730,387,470,661,568,530,625,466,544,486,497,770,3454,2893,1700,4574,1728,1539,1721,1550,1867,1567,1914,1578,2266,2922,2562,2328
55918,ZNF239,33,14,17,14,3,8,10,3,5,8,6,4,8,3,5,6,167,52,69,158,23,41,33,18,30,31,21,33,59,69,76,42
55919,ZNF24,5774,2025,1976,2520,2870,1484,1737,2226,2526,2233,2270,2076,2490,2225,2213,3261,17065,9155,6437,17769,7867,7274,7009,6306,6867,6200,7213,7632,6989,9414,8704,8335
55920,ZNF248,965.27,195,352.78,481.79,603.84,235.83,342.9,498.87,451.87,291.31,464,389.68,364.91,290.27,344,537.82,2286,1572,1094.37,3038.35,1095,1082.91,1135.4,770,1114.1,1019,1194.23,771,1522,2039.39,1847.32,1324.8
55921,ZNF25,420,168,151,198,263,178,186,212,233,244,186,178,246,239,198,322,2345,1208,739,1959,814,595,750,636,671,550,776,572,809,761,868,1072
55922,ZNF250,423,124,191,191,267,125,202,219,203,134,253,150,171,131,141,283,1841,1026,690,2007,467,487,558,398,646,620,729,525,655,867,928,616
55923,ZNF251,542,217,252,258,301,146,222,263,324,253,342,225,230,238,238,311,3064,1469,1166,2826,977,917,956,683,827,676,945,906,1099,1291,1269,1190
55924,ZNF252P,686,147,249,296,325,126,226,305,308,185,281,196,353,235,261.93,452,2631.46,1143.66,1062.6,2397,695,740.44,813,657.59,778.75,735.51,925,695.66,848.66,909.96,996.83,889.82
55925,ZNF252P-AS1,48,9,8,28,27.7,5,11,7,13,7,10,12,13,17,7,15,41.92,18,14,63,16,15,12,25,20,17,26.59,18,20.75,41,29.76,17
55926,ZNF253,906,351,473,428,644,285,420.03,461,404,320,470,307,321,272,257,395,2228,1407,1130,3070.54,1040,1293,1348,754,1178,1086,1192,1321,1444,2123,2070,1594
55927,ZNF254,946.12,229.92,362.52,414.85,507,231.91,324.18,450.07,465.94,283.66,451.5,340.26,375.25,294.86,383.53,488.39,2641.09,1848.95,1538.9,3753.2,1089.04,1253.56,1276.42,961.81,1276.54,1226.83,1411.39,1016.25,1473.96,1695.41,1607.81,1535.13
55928,ZNF256,427,179,181,172,277,177,208,201,192,239,193,158,215,226,171,236,1684,840,599,1701,539,453,550,426,506,444,594,562,565,815,752,610
55929,ZNF257,279,122,141,118,346,182,290,239,87,84,116,59,119,88,92,111,1036,714,629,1776,408,659,488,268,435,545,481,360,221,395,415,599
55930,ZNF259P1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55931,ZNF26,1037,318,387,430,578,301,330,400,491,423,452,384,381,348,355,549,3468,1598,1069,3049,1138,1028,1100,928,1155,1004,1263,935,1377,1804,1872,1271
55932,ZNF260,1113,419,432,447,658,348,423,431,551,524,571,419,496,406,384,617.97,3833,2434,1420,4549,1475,1404,1549,1193.99,1591,1324,1795,1622,1603,2219,2198,1974
55933,ZNF263,2248.62,789.53,774.39,918.79,1191.02,738.04,696.12,969.42,1040.35,917.09,975.69,733.26,952.8,920.65,764.22,1298.19,8211.2,3601.02,2524.16,6517.28,2647.36,2293.87,2469.28,2302.15,2428.97,2219.45,2562.43,2272.81,2720.92,3117.66,3153.74,2840.97
55934,ZNF264,2172,693,682,947,1169,576,671,1025,925,854,879,792,816,920,781,1149,9225,4070,2742,7237,2913,2410,2805,2510,3021,2213,3169,2695,3193,4159,4030,3309
55935,ZNF266,4647,1435,1782,2143,1835,722,947,1440,1490,1230,1446,1205,1412,1257,1224,1971,13115,6741,4006,11214,2893,2470,2989,3211,4122,3235,4471,4855,7941,8907,8085,3505
55936,ZNF267,2771,817,1218,1153,1841,1006,1393,1382,1391,1046,1363,831,1237,777,956,1381,7839,4284,5213,10962,2292,3124,2530,2086,2814,3074,3304,3994,2435,3568,4224,2809
55937,ZNF268,1140.3,383.8,419.78,459.74,617.06,350.29,432.27,442.28,550.25,482.89,495.98,464.62,488.72,386.07,382.11,600.49,3474,1657,1375,3403,1250,1305,1239,1212,1329,1377,1475,1191,1195,1524,1567,1506
55938,ZNF271P,859,315,272,376,417,291,283,266,386,444,354,351,389,338,277,493,3283,1298,957,2663,1301,1106,1024,1072,1061,1029,1135,1275,979,1349,1339,1186
55939,ZNF273,439,162,204,173,381,198,251.29,233,272,211,271.62,206.91,243,138,216,276.96,1569.05,1165.11,1082.7,2754.88,531,758,675.48,510.46,807.46,919.79,892.67,706,551.68,898.81,1076,739.18
55940,ZNF274,1217,512,556,506,837,442,569,633,573,774,648,410,654,590,548,737,7370,3850,2763,7523,2421,2025,2622,1804,2488,2120,2652,2945,3164,4140,4110,2719
55941,ZNF275,3692,1278,1477,1708,1964,906,1278,1574,1607,1440,1628,1326,1579,1388,1300,2101,8345,4845,3777,9130,3403,3158,3042,2947,3148,2603,3574,2510,2573,4041,4259,3547
55942,ZNF276,4650.88,1934.13,1721.07,1974.52,1959.4,1127.02,1304.8,1700.54,2374.79,2264.45,1972.37,1853.18,2105.32,2357.13,1582.23,3014.36,15851.55,5169.33,3359.17,9397.93,5351.98,4704.52,4131.17,4011.63,3786.68,3581.45,4161.37,4291.62,4561.73,6235.8,5211.7,4716.86
55943,ZNF277,1276,314,393,465,710,269,385,566,609,438,577,464,547,495,434,674,11356,5236,3149.05,9165,3759,2545.06,3555,2692,3137,2379,3475.07,2367,3668,4009,4375,4065
55944,ZNF28,793.17,309.87,331,310.45,465.81,293.59,253.62,316.39,353,397,383,271.43,362.2,351.64,267.63,445.92,3356.36,2054.84,1224.72,3226.88,1395.02,1075.28,1200.68,1091.83,1261.13,1063.8,1314.26,1125.51,1151.23,1408.92,1559.88,1490.15
55945,ZNF280A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55946,ZNF280B,143,62,68,60,91,115,97,82,71,96,83,53,68,51,48,83,361,144,187,405,120,144,84,125,125,177,138,198,105,157,156,100
55947,ZNF280C,472,186,181,256,255,203,171,196,159,178,182,140,247,159,179,299,1214,560,480,1341,411,484,342,428,484,553,513,577,426,557,572,434
55948,ZNF280D,997,303,386,445,579,201,312,421,482,338,357,342,436,315,299,559,3617,2294,1543,4084.54,1329,1266.19,1487,1099,1589,1295,1657,1273.61,1500,1584,1667,1698
55949,ZNF281,1929,676,722,860,948,561,677,793,841,813,918,701,807,614,680,1062,5570,2854,2327,5843,2130,2150,1965,1772,2066,2114,2323,3460,2226,3462,3412,2296
55950,ZNF282,2381,1125,1019,1062,1403,1199,1100,1223,925,1276,1090,764,1182,1014,894,1580,8687,3338,2880,7750,2436,2438,2479,1845,2439,2658,2654,3264,2291,2907,2984,2749
55951,ZNF283,317,92,140,116,163,66,107,155,153,112,127,92,92,103,93,168,1284,577,472,1057,461,409,456,339,461,351,476,464,597,801,749,599
55952,ZNF284,276.24,67.69,100.31,114.7,148.18,54.91,83.95,115.16,101.7,81.12,115.74,87.28,92.73,104.62,92.44,127.53,851,399,319,952,301.54,323,378.63,336.74,473.02,336,512.73,495.33,600.5,867,791,429
55953,ZNF285,91,34,30,30,55,32,36.43,29,44,52.51,65,34,53,102,47.54,64,837.26,325.78,209,647.55,291,183,250.92,154.98,195.17,135.35,192.54,245.84,172.99,300.81,288.42,279.85
55954,ZNF285B,25,8,9,11,28,9,11.57,13,13,12.49,8,10,7,5,8.46,13,69.74,14.22,12,36.45,13,15,9.08,27.02,44.83,23.65,34.46,11.16,15.01,18.19,36.58,16.15
55955,ZNF286A,825.76,299.74,297.77,411.11,391.4,236.94,296.36,274.71,318.3,318.38,348.17,280.09,287.74,245.93,245.91,351.56,2641.81,1619.97,1166.76,2848.86,1078.3,1107.01,1207.83,792.94,1061.97,917.02,1002.25,1218,1445.17,1771.78,1678.35,1385.87
55956,ZNF286B,133.91,41.09,32.36,44.17,34.13,19.79,24.05,29.79,39.04,38.88,43.02,25.94,22.47,22.35,29.02,47.09,319.65,161.6,127.69,302.54,186.46,185.04,186.64,129.45,148.72,139.02,151.61,272.49,293.38,404.46,311.23,173.1
55957,ZNF287,275,88,109,104,154,83,109,98,125,118,114,94,126,91,89,177,1047,464,394,943,312,277,330,247,293,299,290,218,241,245,320,383
55958,ZNF292,7386,1320,2741,3647,4167,947,2386,3636,3487,1338,3435,3217,2930,1359,2868,4387,9154,16204,10417,25590,7408,9348,10749,5559,10771,8092,11027,7300,14276,21437,18540,13953
55959,ZNF295-AS1,14,7,5,3,2,1,2,2,4,1,4,4,0,6,5,0,87,24,27,26,33,19,15,4,7,6,7,27,10,9,5,21
55960,ZNF296,213,143,92,89,144,122,85,107,79,141,95,52,80,119,96,96,1426,408,324,728,283,224,224,214,239,232,229,348,357,471,452,222
55961,ZNF299P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55962,ZNF29P,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
55963,ZNF3,1204.99,478.57,411.77,525.99,719.24,436.73,419.15,494.3,578.93,472.96,502.75,485.98,502.67,458.85,412.91,694.93,4464.49,1863.27,1326.73,3659.62,1525.23,1263.21,1337.54,1268.33,1426,1282.78,1476.78,1200.9,1412.65,1538.81,1587.7,1568.97
55964,ZNF30,166,58,60,70,81,69,49,59,75,102,59,42,78,64,38,72,1028,327,159,484,359,211,209,290,252,200,281,244,262,277,281,286
55965,ZNF30-AS1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,1,0,0,3,0,0,2,0,1,0,1,1,0,0
55966,ZNF300,65,35,19,27,26,12,13,15,15,27,12,15,34,41,31,60,119,26,35,107,112,102,60,99,57,67,70,98,51,80,57,75
55967,ZNF300P1,2,4,0,1,0,1,0,1,0,0,0,0,0,1,0,1,13,5,1,7,0,4,1,0,5,1,4,58,42,28,45,1
55968,ZNF302,1540,419,601,672,763,338,457,633,642,498,629,507.76,542.83,459.74,401,721.91,6057,2832,2180,5474,2036,1938,1972,1686,1967,1783,2339,1881,2219,2514,2638.74,2307.71
55969,ZNF304,1079.67,373,433.95,462.79,634.92,317.98,352.95,465.97,489.75,387.97,441.94,395.87,445.81,408.89,360,598,3063.99,1705.92,1203.94,3185.15,1255.45,965.84,1227.81,942.71,1065.92,886,1158.68,1110.32,1068.96,1482.22,1452.74,1300.84
55970,ZNF311,30,11,9,13,31,10,24,18,14,14,18,10,16,5,7,20,55,13,34,62,21,30,19,16,54,42,37,10,0,4,10,18
55971,ZNF316,3665,1622,1546,1627,1956,1057,1191,1515,1540,1567,1457,1267,1541,1602,1330,2232,13518,5469,3293,8910,4474,3610,4101,3207,3635,2935,3827,4607,7582,8664,6882,4731
55972,ZNF317,2855,1012,1035,1156,1460,914,999,1170,1201,1206,1218,897,1120,1024,918,1475,9086,4554,3054,8137,3393,2776,3093,2770,2921,2750,3102,3404,3147,4184,4058,3425
55973,ZNF317P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55974,ZNF318,3153,1024,1071,1458,1518,669,839,1198,1351,974,1259,1177,1587,1000,1406,2235,5962,5384,3134.72,8314.26,3304,3464,3872,2634.76,3400.41,2909,3551,2493,3627,4554,4758,4738
55975,ZNF319,1722.48,675,735,762,981,479,549,750,794,835,759,548,828,671,644.5,1128,5111,2366.9,1672.91,4605,1589,1438,1528.85,1448,1690,1647,1693,1826.65,1456.9,1912.87,2085,1812
55976,ZNF32,578.54,186.55,224.96,213.81,281.74,112,150.96,235,218.83,227.86,242.85,169,218.63,211.69,186.98,278.79,5875.87,1878.56,1030.01,3070.02,1250.63,792.98,1247.13,828.84,935.84,795.69,1141.37,899.67,1262.02,1466.64,1426.56,1409.9
55977,ZNF32-AS1,1.19,1.31,0,2.11,1.14,0,0,0,0,0,1.11,0,1.19,0,0,1.13,12.9,3.49,0,4.55,6.04,0,3.6,3.8,2.46,2.38,1.17,4.3,5.4,2.3,0,1.15
55978,ZNF32-AS2,14.27,9.14,6.04,6.08,5.11,3,4.04,0,5.17,7.14,6.03,6,4.18,7.31,3.02,7.08,41.23,13.94,9.99,39.44,20.33,16.02,16.27,12.36,14.69,17.93,17.45,15.03,38.58,34.06,26.44,16.95
55979,ZNF32-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55980,ZNF320,516.57,250.49,212.53,213.19,321.07,254.56,251.7,254.03,302,338.35,308.22,226.81,268.72,470.61,252.05,422.31,4401.84,1442.29,1187.25,2986.02,1807.49,1576.17,1457.97,1029.32,1252.5,1089.09,1446.2,1521.61,1422.75,2222.26,2244.92,1792.83
55981,ZNF321P,106.58,30.23,36.66,44.95,32.11,31.14,42.75,40.93,37.65,45.44,33.89,26.19,38.36,30.92,55.85,52.53,716.1,212.94,151.77,494.45,184.62,169.63,119.2,127.74,152.03,119.33,187.92,129.72,176.04,243.49,271,181.9
55982,ZNF322,1052.97,368.2,412.81,513,563.35,268.1,345.72,434,375.96,431.55,376.07,244.42,445,337.76,318.84,573.86,2798.65,1504.26,1203.72,3189.24,911.86,988.26,971.49,777.36,1104,1087.08,1201.72,1163.64,1114.77,1333.56,1377.37,1156.32
55983,ZNF322P1,22.58,2.8,8.46,0,28.5,13.9,15.33,0,2.8,1.98,30.12,27.53,0,4.24,26.16,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0
55984,ZNF324,802.35,280.1,347.98,371.96,458.28,272.43,318.22,387.96,429.1,398.47,392.17,316.64,370,303.36,280.4,493.5,2362.68,970.9,668.89,1817.45,714.54,627.55,672.56,596.43,673.48,687.15,714.17,775.7,794.54,876.51,823.72,681.85
55985,ZNF324B,593.09,192.41,227.71,225.85,203.28,112.92,101.47,133.01,161.74,184.65,163.86,151.36,147.59,136.36,110.97,203.93,1161.95,475.58,329.88,892.64,467.54,435.07,336.37,326.81,342.86,400.75,375.47,363.99,314,438.09,468.29,411.5
55986,ZNF326,1621,573,671,795,1005,626,641,759,743,628,695,652,736,663,646,1040,3994,1905,1591,4113,1628,1844,1359,1548,1666,1848,1717,1984,1762,2450,2130,1682
55987,ZNF329,425,169,187,158,275,191,192,239,200,236,288,171,188,225,211,279,2895,1105,834,2191,596,493,591,527,707,651,810,815,699,972,1104,680
55988,ZNF330,1450,616,474,584,714,524,503,547,687,728,583,485,727,575,495,786,8811,3027,2239,6263,2638,2169,2035,2146,1945,1838,2165,2420,2448,2968,2876,2326
55989,ZNF331,741,350,361,307,494,287,335,392,374,380,464,315,332,363,268,429,3730,1827,1523,3870,1033,822,992,1039,1313,1095,1548,1443,1208,1608,1903,1208
55990,ZNF333,406,181,148,149,207,122.99,152.91,163,169,169.33,163,135,209,206.86,160,279,2343.93,804.53,682.42,1503.41,648.52,469.95,473.37,432.7,433.91,431.84,497.02,442.09,493.78,425.85,497.95,586.78
55991,ZNF334,66,16,32,44,33,11,43,31,13,22,21,10,22,13,19,30,100,63,95,182,34,78,35,21,84,126,118,67,34,43,52,67
55992,ZNF335,1791,917,699,864,890,716,645,745,848,1044,785,675,822,859,673,1255,6997,2672,1932,5434,2638,2298,2175,2390,2268,2293,2449,2842,2305,3155,2605,2366
