,genename,Sample_46-Belz_merged,Sample_46-HIF1alpha_278_299,Sample_46-HIF2alpha_266_311,Sample_46-WT_207_370,Sample_55-Belz_242_335,Sample_55-HIF1alpha_230_347,Sample_55-HIF2alpha_218_359,Sample_55-WT_254_323,Sample_59-Belz_194_383,Sample_59-HIF1alpha_277_300,Sample_59-HIF2alpha_265_312,Sample_59-WT_206_371,Sample_60-Belz_241_336,Sample_60-HIF1alpha_229_348,Sample_60-HIF2alpha_217_360,Sample_60-WT_253_324,LRS_36_HIF1a_KO_327_250,LRS_36_HIF2a_KO_315_262,LRS_36_NC_303_274,LRS_36_NT_339_238,LRS_38_HIF1a_KO_374_203,LRS_38_NC_350_227,LRS_38_NT_291_286,LRS_42_HIF1a_KO_326_251,LRS_42_HIF2a_KO_314_263,LRS_42_NC_302_275,LRS_42_NT_338_239,LRS_43_HIF1a_KO_373_204,LRS_43_HIF2a_KO_361_216,LRS_43_NC_349_228,LRS_43_NT_290_287,LRS-38_HIF2a_KO_362_215
55719,ZFAND3,3020,934,1108,1279,1868,828,970,1550,1371,1146,1361,1093,1436,1014,1189,1760,14124,7615,5229,13751,4855,3750,5000,3659,4867,3967,4928,4932,5175,6716,6519,5957
55720,ZFAND4,592,231,192,231,244,221,198,211,283,306,273,195,278,277,201,319,2344,1320,756,2158,1082,813,803,989,842,747,834,718,447,671,714,858
55721,ZFAND5,4245.65,2105.02,1721.8,1809.25,2753.72,2553.74,2431.49,2178.68,1918.69,2336.49,1965.43,1439.85,2226.66,1831,1752.05,2605.62,23992.1,9965.35,8693.15,22297.79,5984.3,5741.49,5846.08,5451.68,6597.37,6875.67,7008.44,10664.33,6966.79,9296.85,10029.39,6671.38
55722,ZFAND6,1541,529,564,698,774,425,480,619,738,668,651,503,725,519,596,956,12277,4754,2955,9478,3536,2754,3258,3060,3611,3329,3462,3706,2978,4373,4504,3732
55723,ZFAND6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55724,ZFAS1,539.68,160,179.21,191.21,381.31,163,188.99,184.21,260.69,178.16,211,219.99,242,200.15,165.19,255.15,23083.35,6877,6261.59,14679.53,4522.98,3375.69,4885.83,2933.23,4390.44,3315.77,4849.72,3438.12,5309.56,5967.53,5625.32,5306.47
55725,ZFAT,333,143,117,159,164,113,107,129,137,166,134,139,130,135,135,168,1302,640,442,1191,514,456,461.96,520,567,497,560,573.86,516,673,613,569
55726,ZFAT-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,2.14,0,0,0,0
55727,ZFAT-AS1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55728,ZFAT-AS1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55729,ZFAT-AS1_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55730,ZFC3H1,5759.3,1871.16,2074.8,2628.68,2903.19,1505.48,1792.97,2674.93,2592.51,2043.23,2332.48,2186.08,2485.19,2282.98,2016,3398.97,13596.51,8520.32,5520.24,14777.9,7367.05,6038.92,5984.69,6155.68,6304.26,5427.27,7056.64,6729.32,7543.93,9467.79,8204.84,7564.6
55731,ZFHX2,47.11,21,28,26.09,57.06,62.1,49,37.06,16.04,38.18,18.02,17,36.09,23,25.13,35.16,172.07,70,94,176.97,40.08,37,60,66.02,73.03,91.02,86.79,253.1,83,125.1,149.03,42.91
55732,ZFHX2-AS1,396.32,161.84,169.94,188.05,220.23,86.46,130.08,118.35,172.04,143.86,114.95,130.85,145.09,140.65,115.87,196.48,1160.28,473.96,281.65,802.31,357.4,376.34,364.8,423.47,362.81,309.81,439.74,381.49,589.64,710.02,532.73,380.3
55733,ZFHX3,166.07,109.34,89.19,77.37,93.1,45.23,58.82,72.85,88.11,139.39,89.66,47.57,94.89,175.79,96.12,128.07,119.67,65.54,113.57,239.9,64.17,115.9,67.9,62.81,97.31,127.18,106.66,282.06,48.78,57.53,114.55,94.96
55734,ZFHX4,0,0,1,0,1,0,2,0,2,2,0,1,0,2,0,2,14,5,14,6,5,1,3,0,2,0,4,3,8,2,4,3
55735,ZFHX4-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55736,ZFP1,703,287,305,349,492,247,330,364,247,261,340,219,246,205,199,361,2955,1683,1289,3557,912,1037,1000,552,896,920,980,1132,821,1233,1304,1277
55737,ZFP14,643,160,206,324,357,134,211,255,315,208,306,253,250,244,218,297,2289,1176,782,2182,885,732,788,719,796,640,883,653,879,1107,1128,907
55738,ZFP2,17,7,9,5,7,5,3,5,2,9,6,5,5,9,9,6,147,53,55,106,34,32,17,23,48,21,41,34,23,34,41,36
55739,ZFP28,251,93,130,123,151,89,129,108,142,201,223,152,210,210,188,208,1248,680,710,1654,365,504,450,293,496,431,520,672,422,812,894,457
55740,ZFP3,1085,226,394,520,525,145,346,445,481,254,426,358,475,283,350,551,1715,1056,900,2143,675,832,753,601,813,725,994,698,1077,1096,1124,970
55741,ZFP30,690.96,178.89,262,294.94,441.97,133.85,263.9,319.87,319.99,234,305.88,232.94,317.82,224.91,329.82,411.97,2051,1332,985.55,2655.76,871,884,1015,726,1083,899,1112.14,1002.32,1169.49,1531,1554,1139
55742,ZFP36,4428,1649,1556,1824,2227,1226,1272,1949,1867,1831,1874,1543,2010,1742,1742,2816,25198,9736,5863,17521,7783,4638,7118,6477,7406,5540,7024,6944,7614,9457,8954,8540
55743,ZFP36L1,2569,1544,1239,1025,1580,952,968,1327,1168,2042,1365,897,1342,1744,1117,1764,18938,7581,5481,14355,6218,4011,5277,5226,4979,3747,5253,9143,11251,14025,9984,6352
55744,ZFP36L2,29087,6664,11186,13021,16049,3398,7487,13424,13110,6020,13554,11037,12228,8067,11516,18505,98895,75332,34195,109508,37369,29588,48480,28162,45950,29705,44578,27137,62800,73446,64272,57876
55745,ZFP37,78,29,27,22,49,26,29,30,19,31,34,16,48,31,34,60,324,160,120,377,122,162,176,142,180,168,209,143,163,193,222,186
55746,ZFP41,659.05,227.07,277.81,314.43,365.2,176.73,240.47,308.3,299.91,248.18,282.79,257.23,270.74,221.37,264.09,360.75,1839.82,722.74,619,1504.14,682,683.03,556,443.69,484.07,582.94,551.35,679,767.24,1115.47,839.12,570.54
55747,ZFP42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55748,ZFP57,491,275,283,235,0,1,0,0,0,0,0,0,0,0,0,1,1193,343,222,772,231,232,202,241,250,243,329,335,285,346,419,219
55749,ZFP62,1580,472,580,696,873,341,499,686,978,663,844,701,732,613,624,842,4021,2187,1729,4311,1459,1547,1430,1502,1716,1679,1859,1348,1903,2177,2163,1636
55750,ZFP64,547,286,206,205,289,271,216,262,273,372,329,206,308,245,235,403,2838,1222,859,2395,869,838,716,802,869,868,903,975,692,939,986,890
55751,ZFP69,189,50,82,73,99,42,79,78,88,94,113,81,102,72,72,113,566,341,275,797,167,276,224,164,242,273,286,277,212,341,336,246
55752,ZFP69B,125,48,69,50,77,45,44,63,54,62,74,34,51,20,53,58,331,167,186,516,117,145,136,111,136,165,176,177,129,160,222,132
55753,ZFP82,405,126,179,187,266,130,171,188,250,188,257,185,188,175,152,223,2202,1155,895,2252,635,624,747,411,689,644,770,549,654,973,1015,794
55754,ZFP90,1918,561,886,890,1289,463,915,1042,1000,810,1153,858,996,841,931,1370,8865,4925,4184,10850,2413,2712,3175,2097,3393,2759,3600,2777,3599,4480,4890,3595
55755,ZFP91,7027.82,3297.81,2689,3082.3,4108.98,3150.73,2805.87,3175.04,3050.44,3981.95,3406.83,2459,3031.72,2889.08,2730.99,4041.98,17163.05,10513.56,6797.94,19594.77,8012.52,7606.91,7276.99,7520.98,8481.94,8369.93,8260.75,10138.57,7514.95,10985.91,10175.97,8587.09
55756,ZFP91-CNTF,46.18,8.51,0,11.23,0,15.15,14.73,1.28,10.53,83.44,0.19,0,11.36,20.15,0,0,10.13,2.9,2.43,2.49,3.06,2.31,0,0,0,0,2.39,2.96,0,0,0,5.29
55757,ZFP92,277,158,146,126,140,142,151,116,67,167,110,55,135,143,138,200,569,243,285,635,105,179,103,208,208,278,249,509,213,413,395,74
55758,ZFPL1,377,196,144,183,234,148,161,160,192,210,206,137,220,159,158,238,4170.94,1217.77,1060.63,2758.93,954.65,887.7,884.59,721,844.75,913.39,925.26,858.11,746.32,979.82,977.56,950.71
55759,ZFPM1,804,335,340,315,439,227,308,321,336,448,425,276,420,401,326,553,4107,864,640,1808,949,617,666,674,736,658,669,847,669,937,826,804
55760,ZFPM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
55761,ZFPM2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55762,ZFR,4615,1748,1652,2011,2433,1999,1787,1959,1962,2194,1874,1522,2079,1605,1595,2667,13257,7117,5378,14966,5111,5078,4654,4447,5075,5572,5382,6320,5004,6948,6492,5405
55763,ZFR2,10,9,4,1,7,4,5,3,2,4,1,4,4,8,2,7,43,9,13,25,22,8,20,1,10,5,4,7,18,14,2,8
55764,ZFRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55765,ZFX,4092,1503,1429,1751,2165,1150,1296,1762,1188,1074,1117,955,1063,913,868,1330,11186,6584,4599,12633,3346,3130,3029,3073,3159,3085,3446,3619,3500,4610,4126,3549
55766,ZFX-AS1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55767,ZFY,0,0,0,0,0,0,0,0,467,388,477,353,516,401,397,676,0,0,0,0,1425,1410,1401,1207,1508,1575,1575,1505,1474,2087,1845,1691
55768,ZFY-AS1,0,0,0,0,0,0,0,0,1,1,6,1,2,2,2,0,0,0,0,0,4,1,5,4,2,2,3,3,8,3,8,6
55769,ZFYVE1,1921,572,706,836,1085,453,678,927,851,598,826,688,736,510,654,1016,5888,3048,2149,6125,1962,1743,2043,1597,2051,1949,2295,2466,2311,2929,2963,2426
55770,ZFYVE16,1014,331,380,472,614,298,318,542,338,355,380,329,417,345,364,539,2805,2490,1361,4071,1367,1190,1464,1275,1717,1262,1698,1349,1549,2250,2099,1786
55771,ZFYVE19,992,378,422,435,576,284,434,466,476,410.85,479,307,469,315,394,668,6126.64,2163,1834,4917.48,1579.3,1522,1574,1379,1677,1751.17,1698,1803.29,1594,2040,2033,1835.28
55772,ZFYVE21,666,229,223,313,328,166,197,260,292,247,276,240,313,214,240,404,3630,1326,1080,2987,984,1104,975,817,968,1021,1052,792,893,1111,1218,1050
55773,ZFYVE26,2242,941,856,1022,1039,629,673,857,891,899,880,727,1005,916,710,1363,4806.49,2467.46,1876.25,4990.7,2578,2461,2113,2422.32,2209,2343,2321,2540,2184,3063,2645,2486
55774,ZFYVE27,1543,538,599,674,933,494,555,788,762,682,734,545,780,641,585,957,8098,3159,2245,5909,2477,2045,2133,1966,2266,1985,2489,2117,2784,2990,2754,2660
55775,ZFYVE28,996,471,276,447,482,377,289,380,262,350,256,271,668,331,444,774,3424,1305,1004,2759,827,741,811,1051,1189,1168,1116,1263,1084,957,1127,956
55776,ZFYVE9,368,47,134,158,166.15,30,102,147,167,80.07,185,130,120,69.07,97.12,169.27,862.64,722.71,548,1144.9,317,311,374,207.52,288.58,215,384.52,264.94,450.64,719.75,581,417
55777,ZFYVE9P1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
55778,ZFYVE9P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55779,ZG16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0
55780,ZG16B,5,8,2,1,24,43,40,9,9,23,8,4,10,15,16,10,920,125,266,529,86,129,69,70,125,176,153,286,85,133,165,94
55781,ZGLP1,49.57,28.86,15.37,16.29,12,36.43,19.03,19.64,24.16,35.02,19.18,13.1,3.21,12.11,12.54,19.4,217.95,24.16,21.58,55.58,42.65,30.64,13.82,35.95,22.79,34.45,23.13,81.55,27.59,39.37,49.36,14.13
55782,ZGPAT,875.71,391.09,329.37,305.12,386.17,315.85,284.9,304.68,339.94,437.5,365.12,290.45,409.48,345.29,266.52,529.9,10965.22,2949.52,1707.21,5319.79,2589.11,2105.09,2249.75,2262.25,2082.03,1989.86,2209.56,2501.01,2599.64,3096.43,3029.07,2484.35
55783,ZGRF1,877,535,579,497,912,517,681,721,415,590,612,304,355,359,419,586,1825,1576,1488,4781,712,1390,912,764,1467,1890,1559,1477,273,923,1465,991
55784,ZHX1,1476,586.57,501,576,679.48,598,513,519,698,697,717.63,488.88,611,511,502.69,779,4033.68,2090,1574.66,4079.71,1797.85,1721,1460.86,1697.82,1560.67,1650,1607,1905.84,1498,2107.75,1836.78,1682.82
55785,ZHX1-C8orf76,152,93.7,73.45,96.99,155.66,96.25,61.74,107.57,61.01,112.44,89.49,61.65,66.46,77.06,48.52,118.15,217.33,61.59,54.85,128.72,62.31,60.67,46.68,55.31,75.03,48.47,47.37,90.04,80.05,99.54,103.9,60.46
55786,ZHX2,914,476,450,389,522,322,407,446,418,594,512,343,420,557,441,533,6596,3203,2119,5449,2229,1889,2036,1393,1575,1376,1642,2326,2623,3556,2850,2659
55787,ZHX3,999.12,354.08,396.08,447.12,527.13,284,311.09,433,379.03,444.1,420,358,329,373.07,318.03,490.03,2531.98,1425,954,2667,1161.58,928.67,956.9,838.94,960.67,876,930,1237.65,1243,1875.52,1493,1156
55788,ZIC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55789,ZIC2,33,15,30,8,111,20,46,79,7,3,10,8,31,4,19,31,63,24,72,115,13,50,15,21,26,57,32,29,4,17,32,20
55790,ZIC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55791,ZIC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55792,ZIC4-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55793,ZIC5,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,1,0
55794,ZIK1,812.39,288.9,385.67,347.61,643.24,263.99,390.23,413.1,312.82,333.95,396.88,224.65,306.42,307.41,288.72,416.75,2096,1199,912,2791,557.15,691,734,546,853.17,883,980,1043.08,660.25,1164.39,1230.2,742
55795,ZIK1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55796,ZIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0.76
55797,ZIM2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55798,ZIM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55799,ZKSCAN1,6148,1958,2068,2833,3293,1335,1866,2736,2860,2193,2652,2458,2565,2360,2347,3634,14940,12435,7918,19814,7639,6804,7707,6231,7731,5999,8345,6000,8360,10456,9813,9737
55800,ZKSCAN2,638,154,304,278,392,168,266,327,233,165,323,195,241,170,246,350,1274.75,701,563.54,1543,458,490,472.24,413,558.98,587,678,578,494,773,807,534
55801,ZKSCAN3,527.57,158,155,231.27,237.29,93,103,226,209.28,141,165.23,196,190.24,162.29,147,255,1193.83,764.29,452.54,1398.64,557.29,415.27,594,530.42,585.99,513.38,700.74,352.09,574,646.29,661.33,687.93
55802,ZKSCAN4,573.43,166,185,269.73,257.71,95,139,209,233.72,182,246.77,208,258.76,170.71,168,335,1619.17,885.71,541.46,1474.36,566.71,501.73,582,412.58,497.01,410.62,560.26,450.91,631,772.71,666.67,723.07
55803,ZKSCAN5,1441,526,537,692,806,442,571,665,654,660,654,504,640,530,552,832,4542,2419,1807,4989,1614,1657,1613,1379,1730,1785,1767,1618,1378,1888,2130,1888
55804,ZKSCAN7,130.15,46,54,48,84,27,57,38.11,67,53,49,50.16,67,32,49,66,184,91,113,325,84,136.04,101,76,105.24,108,129,115.11,106.09,99.02,116,101.08
55805,ZKSCAN7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55806,ZKSCAN8,4225,1152,1381,1852,2083,816,1117,1823,1776,1273,1462,1450,1492,1343,1277,2073,7751,5785,3784,10392,4460,3934,4216,3641,4427,3582,4688,3881,5218,6638,6154,5265
55807,ZMAT1,726,218,299,360,446,125,226,375,370,273,332,350,315,337,314,455,1505,910,996,2102,587,610,590,468,647,583,792,424,959,1040,1066,643
55808,ZMAT2,3103.09,1235.54,1087.21,1321,1624.74,967.53,975.74,1074.13,1461.48,1260,1299.49,972.47,1520.93,1248.23,1201.88,1942.65,17831.39,5694.62,3770.05,11123.85,4751.96,4237.37,4432.32,3875.74,4264.79,4206.22,4434.39,4220.99,3743.46,4788.6,4654.1,4957.53
55809,ZMAT3,2782,1312,1492,1006,1041,682,1208,835,1261,1778,1957,1008,984,1705,1224,1435,10696,5178,3301,9762,5313,3535,4088,3688,3500,2535,3770,5266,3534,5280,5434,6192
55810,ZMAT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55811,ZMAT5,409.63,159.97,145.78,145.85,236.77,152.87,156.84,166.67,161.86,207.85,182.61,111.81,223.62,133.68,143.89,229.81,2638.68,744.51,556.74,1349.61,468.48,406.49,474.77,431.65,489.67,460.74,500.54,509.64,429.58,502.57,537.56,591.81
55812,ZMIZ1,2609,1533,1161,1200,2105,2140,1667,1619,968,2187,1306,872,1438,1228,1306,1750,11526,5359,4439,11441,3660,3355,2956,3868,4558,5059,4405,7352,4659,6724,6177,3847
55813,ZMIZ1-AS1,30,1,4,10,11,3,6,5,3,3,7,7,16,17,10,21,312,138,39,130,80,31,86,61,83,52,89,28,80,102,103,104
55814,ZMIZ2,4487,2377,2012,2011,2304,1912,2225,2095,2250,2926,2217,1870,2491,3070,2231,3261,22146,6453,6428,14650,5954,6142,4924,5252,5188,5896,5877,11578,7647,10746,10347,5349
55815,ZMPSTE24,1756,1098,556,709,755,1176,701,525,762,1327,657,442,801,808,510,940,7849,2069,1536,4964,2981,2374,1717,2829,1976,2584,2194,3623,1560,1973,1854,1945
55816,ZMYM1,602,199,201,248,301,140,155,236,279,278,287,211,301,244,243,363,1995,970,652,1844,696,682,602,696,813,696,871,522,572,731,793,760
55817,ZMYM2,3701,934,1367,1739,2084,778,1166,1722,1482,989,1610,1251,1550,1061,1411,2096,11412,9338,5554,15335,5370,4624,6282,4285,6247,4738,6708,5246,8335,10318,9597,7671
55818,ZMYM3,4096,1195,1754,2011,2303,724,1429,1967,1838,1230,1974,1618,1711,1242,1652,2505,12467,8616,6015,15832,5112,5538,5910,3851,5896,4882,5819,4187,7266,9922,8825,7093
55819,ZMYM4,2694,886.72,966,1319,1485,744,1000,1286,1193.92,974.94,1228,875,1159,931,972.74,1493,7631,5005.95,3595,8802,3113,2877,3009,2499,3073.93,2860,3132,3159,3535,4486,4277,3599.97
55820,ZMYM4-AS1,0,1.28,0,0,0,0,0,0,1.08,1.06,0,0,0,0,1.26,0,0,1.05,0,0,0,0,0,0,2.07,0,0,0,0,0,0,1.03
55821,ZMYM5,930,306,306,371,503,250,271,400,463,396,434,335,443,319,380,639,3109,1899,1163,3253,1301,1108,1264,1093,1312,1073,1383,1344,1724,1859,1852,1615
55822,ZMYM6,991.7,303.28,356.19,445.92,532.79,277.28,292.66,435,476.48,375.66,389.94,373.13,440.62,451.95,380.3,566.68,6182.79,2531.27,1918.83,5370.93,2368.06,1806.68,1808.97,1876.91,1752.44,1597.57,1945.94,1908.88,1980.06,2349.97,2345.96,2116.93
55823,ZMYND10,76,46,34,39.21,52,16,26,32,21,40,35,24,31,34,26,50,468,149,126,282,115,107,80,98,124,127,126,125,119,152.44,151,91
55824,ZMYND10-AS1,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0
55825,ZMYND11,2515,853,751,1053,1275,592,680,966,1135,1045,1023,895,1161,1011,931,1459,9456,4912,2912,8677,4164,3311,3461,3442,3275,3223,3693,3006,3184,3263,3471,3989
55826,ZMYND12,16,3,9,4,9,7,3,13,9,3,3,4,6,11,1,10,204,83,31,108,30,17,27,44,52,42,56,35.44,47.63,18,37,37
55827,ZMYND15,2,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,7,2,3,6,0,0,2,3,2,1,0,3,1,4,2,1
55828,ZMYND19,688,405,349,368,408,453,367,291,336,440,341,253,322,310,301,427,3803,850,781,2173,756,821,598,628,586,794,638,1220,819,1064,932,619
55829,ZMYND19P1,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,2,0,6,1,0,0,1,2,1,1,2,1,5
55830,ZMYND8,2325,810,897,1016,1308,663,778,1044,1185,888,1011,928,1393,990,1087,1747,7576,4478,2858,7703,2986,2672,2800,2519,2974,2607,3111,2578,3019,3980,4021,3501
55831,ZNF10,253.28,89.38,102.37,118.4,160.01,84.92,129.19,155.55,123.75,123.29,132.78,103.55,99.54,125.15,94.16,135.19,1180,595,503,1191,425,400,412,270,431,362,451,506,517,752,676,441
55832,ZNF100,785.93,303,303,354,608,336.93,431.97,445,494,343,466.95,371,368.96,280,332.82,410.95,2705.34,1843.15,1577.7,4130.03,1147,1384.56,1268.65,715,1167.82,1323.78,1285.44,1198.23,1206.76,1981.14,1769.46,1513.85
55833,ZNF101,4665,1945,1862,1827,2955,1614,1957,2149,2559,2410,2454,1540,2035,1866,1470,2263,21331,7652,5707,18193,5654,6564,6631,4844,7157,6640,7999,4980,5081,7273,7930,7757
55834,ZNF101P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55835,ZNF101P2,4,0,0,0,0,0,0,4,0,1,1,0,0,1,2,0,7,0,1,4,1,5,1,2,1,0,3,6,3,1,1,3
55836,ZNF106,4908,2076,1835,2176,2700,1780,1834,2002,2115,2330,2013,1745,2158,2041,1781,2898,12267,9109,5796,15160,6599,6498,5954,6032,6649,5913,6862,5992,5561,7335,7542,7490
55837,ZNF107,2541,875,1031,1187,1290,656,959,1094,1183,936,1306,992,935,829,898,1327,5745,4848,3908,9562,2369,2925,2715,2113,2918,2849,3224.77,2993,2917,5301,4677,3357
55838,ZNF112,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,3,1,1,1,1,1,3,5,0,0,1,6,0,1,0,1
55839,ZNF114,3,2,0,0,0,3,0,0,5,2,1,0,1,2,0,2,17,3,5,4,6,6,4,5,3,4,7,1,3,2,1,0
55840,ZNF114P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55841,ZNF117,697.2,339.74,353.55,285.25,463.72,311.77,497.65,412.4,228.85,312.8,269.64,212.72,250.77,328,223.42,340.5,2098.13,919.18,1040.65,2460.34,622.84,805.92,665.72,749.94,882.26,871.1,1016.48,1062.52,1029.32,1052.14,1202.09,770.98
55842,ZNF12,3597,870,1309,1639,1825,659,1068,1595,1642,968,1646,1349,1461,922,1263,2047,7168,5703,3615,9486,3344,3212,3883,2638,3559,2695,3607,2692,5072,6396,5842,4680
55843,ZNF121,2269,944,926,1044,1263,945,942,970,906,912,857,789,861,749,731,963,7645,3174,2953,7373,2037,2298,2057,1782,2440,2364,2755,2838,2687,4001,3907,2418
55844,ZNF123P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55845,ZNF124,314,112,101,111,144,86,106,105,145,128,134,123,86,94,77,132,1103,482,377,1026,393,386,308,397,313,363,382,416,460,601,466,375
55846,ZNF131,1874,691,657,734,975,517,649,741,808,682,816,681,827,693,733,1046,6923,3348,2436,6689,2745,2569,2430,2282,2395,2289,2471,2490,3026,4249,3528,2917
55847,ZNF132,294,99,125,155,184,103,122,163,93,70,72,64,112,100,89,133,1028,516,435,1070,272,249,298,320,385,379,406,391,333,424,434,284
55848,ZNF133,393,126,168,202,291,111,140,203,196,174,227,169,202,157,152,311,2586,1150,740,2039,670,589,740.6,538,697,622,814,482,754.89,787,889,856
55849,ZNF134,1593,528,553,624,842,405,532,723,678,589,702,505,635,612,539,829,4924,2468,1554,4375,1652,1371,1756,1361,1698,1498,1802,1825,1830,2502,2438,1939
55850,ZNF135,77.13,62,80.17,37,74.08,58.25,81.18,98.42,55.34,114.46,101.25,46.04,45.09,97.78,51.43,55.03,477.63,181.88,172.36,397.72,79.62,83,77.55,51.88,93.41,80.31,105,111.86,84,96,155.47,81.33
55851,ZNF136,846,299,309,392,485,204,308,416,429,355,471,277,411,342,323,492,3153,1726,1339,3277,1078,1070,1099,877,1074,1009,1177,1095,1028,1579,1546,1248
55852,ZNF137P,245,89,87,102,142,77,86,128,113,115,115,97,72,108,82,119,803,416.53,388,947,330,318,289,270,336,341,416,384,333,484,512,353
55853,ZNF138,485,151,158,221,348,134,193,225,198,143,228,159,202,152,176,237,1862,1151,837,2257,730,676,729,573,732,683,748,558,813,1026,1140,832
55854,ZNF14,870,217,297,353,490,190,287,414,338,264,364,285,357,260,255,418,2689,1552,944,2788,828,699,932,686,950,710,909,710,1056,1309,1253,1043
55855,ZNF140,756.83,301.27,296.09,312.82,415.62,238.53,291.69,329.89,341.27,356.52,384.39,275.92,373.4,341.23,268.45,440.13,4276.8,1837.93,1332.69,3742.21,1160.71,1049.77,1300.76,1018.28,1226.04,1176.44,1283.21,1351.98,1131.29,1624.68,1715.17,1279.57
55856,ZNF141,1168,332,468,521,691,263,432,507,601,433,649,498,507,434,481,727,2274,2462,1677,4041,1469,1482,1656,1028,1479,1181,1585,1297,2496,3059,2840,2063
55857,ZNF142,1810.26,1012.06,796.43,836.81,969.78,992.84,757.38,835.24,913.53,1200.39,852.16,727.6,977,889.79,718.14,1143.43,4967.2,2353.69,1749.2,4536.1,2185.39,2116,1723.45,2015.63,1867,1992.79,2211.27,2053.78,1521,1915.92,1902.12,2209.88
55858,ZNF143,796.63,373.69,302,328.74,396,285,282.61,301,324.74,406,340.84,260.58,368,291,269,482,3502,1928,1153,3483,1311,1158,1263.03,1197,1399,1284,1418,1482,1213,1752,1582,1439
55859,ZNF146,5285.93,1703,1891.98,2135,2896.94,1725.96,1888.98,2282.96,2252.98,1996,2310,1812.98,2165.98,1714,1848.98,2977.98,16801.72,10210.66,7210.7,19575.12,6021.83,6048.54,6258,5027,6571.12,6207.63,6957.98,6063.67,6655,8927,8973,7819
